pkType,cybersourceTransactionId,sourceId,merchantNumber,cardTypeCode,cardTypeDescription,cardTypeIndicator,cardNumber,last4AccountNumber,expirationDate,transactionCode,transactionDate,transactionTime,authorizationAmount,authorizationResponseCode,currency,foreignCardIndicator,transactionId,fileSource,referenceNumber,moto,pkFilter,id,version,cvvResult,avsCode,authorizationNumber,terminalId,binNumber,pointOfSale,keyedEntry,merchantInformationBinNumber,agentNumber,officeName,merchantName
cybersource:authorization,7628611028266084204806,7f76ed9f-cd06-4fbf-bd2f-92dec87e99ff,9.601E+11,VI,Visa,credit card,431581xxxxxx0000,0000,30-Apr,ics_auth - Card Authorization,20251111,11:38:22,3,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628611028266084204806,1.11709E+11,FALSE,20251111,cbf37d15-9222-4a67-9b42-6bc9ba786bd2,20251110.1,,Y,831000,70000501,431581,contactless,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628605680276440204805,fc079594-68a8-479a-ac86-e2f17cf3ee97,9.601E+11,VI,Visa,credit card,482028xxxxxx8167,8167,Apr-33,ics_auth - Card Authorization,20251111,11:29:28,23,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628605680276440204805,1.11659E+11,FALSE,20251111,a95031a1-d9f8-4bcd-9e44-b37f0469bfd5,20251110.1,,Y,831000,50002709,482028,contactless,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628605108953232238442,c90931c0-5d03-459e-958e-b86fad1a5d21,9.601E+11,,,,xxxxxx,,/,ics_void - Voided Transactions,20251111,11:28:30,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628605108953232238442,,FALSE,20251111,647224cc-1c47-4248-997c-7d6cc95a54c0,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628611982086731104807,3736de84-e9c4-47a3-8b6e-f821a0b4eccd,9.601E+11,VI,Visa,credit card,431581xxxxxx0000,0000,30-Apr,ics_auth - Card Authorization,20251111,11:39:58,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628611982086731104807,1.1171E+11,FALSE,20251111,25601d96-586a-4548-8d18-ef6bb1d837d6,20251110.1,,2,831000,70000501,431581,contactless,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628607370226553204807,43a60599-6ce3-4a0e-866f-23c271de8eb0,9.601E+11,VI,Visa,credit card,401704xxxxxx4265,4265,30-Nov,ics_auth - Card Authorization,20251111,11:32:17,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628607370226553204807,1.11703E+11,FALSE,20251111,d1620024-f334-478b-9636-2877d1c56eec,20251110.1,,2,831000,70000501,401704,contactless,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628618476726416804807,8207dd94-b0f6-4028-94e1-7ee66ef66bbe,9.601E+11,VI,Visa,credit card,401704xxxxxx4265,4265,30-Nov,ics_credit - Card Credit,20251111,11:50:47,0.03,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,,API https://apitest.cybersource.com/tss/v2/transactions/7628618476726416804807,1.1172E+11,FALSE,20251111,45525cea-b87a-4cac-a31d-8e242f469360,20251110.1,,,,70000501,401704,contactless,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628612509876782304805,ec8380dc-7e1e-49de-a961-3ad7363e89be,9.601E+11,VI,Visa,credit card,431581xxxxxx0000,0000,30-Apr,ics_auth - Card Authorization,20251111,11:40:51,0.01,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628612509876782304805,1.11711E+11,FALSE,20251111,3d446bbc-b7ba-4c27-917d-a0531d645ebf,20251110.1,,Y,831000,70000501,431581,contactless,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628605150463232273495,980404ed-ead0-4367-a501-8ff76dadc958,9.601E+11,,,,xxxxxx,,/,ics_auto_void_auth_reversal - Authorization Reversal after Void,20251111,11:28:35,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628605150463232273495,1.11657E+11,FALSE,20251111,ba7e1aba-9fcc-4d50-95e9-7590e7776e67,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628618035376370204805,96778926-35b1-4224-86b6-e701b169b0ff,9.601E+11,,,,xxxxxx,,/,ics_payment_cancel,20251111,11:50:03,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628618035376370204805,,FALSE,20251111,9bf9c070-72e7-4af5-895d-b4f999281112,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628594366256773104807,059226df-ec4c-433b-9bec-95c6e5d3edde,9.601E+11,VI,Visa,credit card,483086xxxxxx7911,7911,31-May,ics_auth - Card Authorization,20251111,11:10:36,24.6,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628594366256773104807,1.1164E+11,FALSE,20251111,1338efe9-3dc0-442e-9a8a-e8a6ebdf43c0,20251110.1,,Y,831000,70000505,483086,contact,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628605107426441804807,7fdbd095-3b91-47c5-b94b-f2b809b2f568,9.601E+11,,,,xxxxxx,,/,ics_payment_cancel,20251111,11:28:30,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628605107426441804807,,FALSE,20251111,aec1cca0-0867-4210-ac73-b6c2d077803b,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628606356603232241655,da8f4ea3-a640-4d09-ad99-e36a4dce49b7,9.601E+11,,,,xxxxxx,,/,ics_auto_void_auth_reversal - Authorization Reversal after Void,20251111,11:30:35,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628606356603232241655,1.11659E+11,FALSE,20251111,b00cf2da-7323-48b6-a5ba-06c29148146d,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628604331956790404806,8cd33652-4ada-4554-9643-c3237b817203,9.601E+11,VI,Visa,credit card,483086xxxxxx7911,7911,31-May,ics_auth - Card Authorization,20251111,11:27:13,17.69,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628604331956790404806,1.11657E+11,FALSE,20251111,2497538e-29ed-47fe-bc98-bdd280a00330,20251110.1,,Y,831000,70000504,483086,contact,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628606353636470104805,9c36cdf4-8bca-467c-9ade-55cb8acc5349,9.601E+11,,,,xxxxxx,,/,ics_payment_cancel,20251111,11:30:35,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628606353636470104805,,FALSE,20251111,8673ae05-d587-40c7-8b9c-4c948e32a757,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628613134716847004807,fa752d97-37ba-4522-9986-45ac00235c43,9.601E+11,,,,xxxxxx,,/,ics_payment_cancel,20251111,11:41:53,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628613134716847004807,,FALSE,20251111,563eeb48-2848-4143-96d9-8a6c5b872f2e,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628618039493232273495,a9ca814d-23b0-48c7-9c71-f4d6d5babb72,9.601E+11,,,,xxxxxx,,/,ics_auto_void_auth_reversal - Authorization Reversal after Void,20251111,11:50:03,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628618039493232273495,1.11719E+11,FALSE,20251111,f9271fe7-71bb-44a9-92a8-43929fb17696,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628602736656660304806,62b9022c-665d-4ad6-aa6d-0bf60fb0bb6c,9.601E+11,VI,Visa,credit card,483086xxxxxx7911,7911,31-May,ics_auth - Card Authorization,20251111,11:24:33,27.69,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628602736656660304806,1.11654E+11,FALSE,20251111,cca1a4c5-8881-4b47-905e-dae31a74b9e2,20251110.1,,Y,831000,70000504,483086,contact,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628619382843232273495,89c756d9-1412-41d0-bf8f-633c01c6c9fb,9.601E+11,,,,xxxxxx,,/,ics_auto_void_auth_reversal - Authorization Reversal after Void,20251111,11:52:18,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628619382843232273495,1.11721E+11,FALSE,20251111,2c31c22a-8711-4ed9-9cbd-b1cf34282bc0,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628618120423232236083,db01af2f-c831-41a0-83e4-be3ac9a8b3fc,9.601E+11,,,,xxxxxx,,/,ics_auto_void_auth_reversal - Authorization Reversal after Void,20251111,11:50:12,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628618120423232236083,1.11718E+11,FALSE,20251111,4b188e59-2dc9-49c1-878b-d584a833edac,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628597617386962004807,158cc896-ae63-4469-9d64-fb4f82c2e56c,9.601E+11,,,,xxxxxx,,/,ics_payment_cancel,20251111,11:16:01,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628597617386962004807,,FALSE,20251111,31de830f-3463-4132-a132-5020316eaa08,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628603410456687604806,661d4933-ce6b-424a-a25b-eb6e2e80e2a8,9.601E+11,VI,Visa,credit card,483086xxxxxx7911,7911,31-May,ics_credit - Card Credit,20251111,11:25:41,27.69,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,,API https://apitest.cybersource.com/tss/v2/transactions/7628603410456687604806,1.11655E+11,FALSE,20251111,3fa953d5-22f0-4efd-b91f-609c796dfd4c,20251110.1,,,,70000504,483086,contact,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628598020506005804807,f1524568-ee4c-4064-84c2-f8babd5adcae,9.601E+11,VI,Visa,credit card,401704xxxxxx4265,4265,30-Nov,ics_credit - Card Credit,20251111,11:16:42,5,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,,API https://apitest.cybersource.com/tss/v2/transactions/7628598020506005804807,1.11646E+11,FALSE,20251111,1e3885a9-4580-4b92-9121-b1cb669b83d8,20251110.1,,,,70000504,401704,contactless,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628605361123232238431,e03a6eaf-1a67-4e89-86e6-597513b6c349,9.601E+11,,,,xxxxxx,,/,ics_auto_void_auth_reversal - Authorization Reversal after Void,20251111,11:28:56,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628605361123232238431,1.11652E+11,FALSE,20251111,d0e0254e-d747-40bf-adb7-1ea4c5320aff,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628613045353232273527,22da81cb-f7f6-4de8-a728-a5e6fc052e94,9.601E+11,,,,xxxxxx,,/,ics_void - Voided Transactions,20251111,11:41:44,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628613045353232273527,,FALSE,20251111,069af7ce-84df-4ef0-ad3d-84069a5bfc7e,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628608029336574104807,7947abcf-e1e6-440a-9f2a-99f83310a38d,9.601E+11,,,,xxxxxx,,/,ics_payment_cancel,20251111,11:33:23,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628608029336574104807,,FALSE,20251111,30a14383-ba49-451d-bdaa-00826b14a19f,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628610571406671004807,e55f247c-9e87-4b56-9cc8-5142492fe242,9.601E+11,VI,Visa,credit card,431581xxxxxx0000,0000,30-Apr,ics_auth - Card Authorization,20251111,11:37:37,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628610571406671004807,1.11708E+11,FALSE,20251111,1f328bf1-900f-455c-9da1-d1f849b58e78,20251110.1,,2,831000,70000501,431581,contactless,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628605358226429204805,65ca01f6-6eb5-47dc-97a8-6fa9f2531c5a,9.601E+11,,,,xxxxxx,,/,ics_payment_cancel,20251111,11:28:55,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628605358226429204805,,FALSE,20251111,6790be28-64f2-4116-8873-8998f4432d7a,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628610247996658904807,ab72c907-4e40-4f16-9e2b-04d6669d8569,9.601E+11,VI,Visa,credit card,401704xxxxxx4265,4265,30-Nov,ics_auth - Card Authorization,20251111,11:37:04,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628610247996658904807,1.11707E+11,FALSE,20251111,ab39e556-860c-4eaa-9086-749e45d441f2,20251110.1,,2,831000,70000501,401704,contactless,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628617169496274004807,c92096b4-d475-4a61-9a7d-9eccb73fdc4d,9.601E+11,VI,Visa,credit card,401704xxxxxx4265,4265,30-Nov,ics_auth - Card Authorization,20251111,11:48:37,1.05,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628617169496274004807,1.11718E+11,FALSE,20251111,16438379-b497-467f-889e-fc838932727d,20251110.1,,Y,831000,70000501,401704,contactless,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628608033283232280299,51d6b9b6-345e-4501-945c-49df11dd6a4c,9.601E+11,,,,xxxxxx,,/,ics_auto_void_auth_reversal - Authorization Reversal after Void,20251111,11:33:23,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628608033283232280299,1.11702E+11,FALSE,20251111,6e23ffa5-31d1-4b77-993a-9dc70997b368,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628598320956037904807,3d22b410-8a66-4eb6-a775-5282d984ed27,9.601E+11,VI,Visa,credit card,483086xxxxxx7911,7911,31-May,ics_auth - Card Authorization,20251111,11:17:12,24.6,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628598320956037904807,1.11646E+11,FALSE,20251111,453d212d-8f99-4c92-8128-7c7fdb41006f,20251110.1,,Y,831000,70000505,483086,contact,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628597619403232273527,dd9298e8-d800-4f54-9f34-61b2d2fdffb8,9.601E+11,,,,xxxxxx,,/,ics_void - Voided Transactions,20251111,11:16:02,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628597619403232273527,,FALSE,20251111,cdd4020b-248a-4324-987d-0145a973e1ba,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628619381503232280282,03342291-a069-44d5-83a2-85ad4b776f7f,9.601E+11,,,,xxxxxx,,/,ics_void - Voided Transactions,20251111,11:52:18,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628619381503232280282,,FALSE,20251111,39383fb7-d532-4e10-8ed7-6ea1d71e5590,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628603032793232280282,1b72ffc6-2898-4fcc-be7a-ec605eedd1a2,9.601E+11,,,,xxxxxx,,/,ics_void - Voided Transactions,20251111,11:25:03,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628603032793232280282,,FALSE,20251111,6584a97d-79dc-4668-b2fe-fa8b160c7268,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628598995366080604805,a8941d24-e0c9-4a90-a56e-c82a99d0b908,9.601E+11,,,,xxxxxx,,/,ics_payment_cancel,20251111,11:18:19,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628598995366080604805,,FALSE,20251111,bb9fc628-2562-4624-955d-af5e1c88e60e,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628606355403232238442,869d8b6e-3635-423f-be4f-92de8be3233d,9.601E+11,,,,xxxxxx,,/,ics_void - Voided Transactions,20251111,11:30:35,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628606355403232238442,,FALSE,20251111,2b64566e-fa2b-4790-af5b-7eb8bb27484f,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628617697866335004805,63aa830e-04be-400c-b558-f300f6cb0ab8,9.601E+11,VI,Visa,credit card,411111xxxxxx1111,1111,Nov-31,ics_auth - Card Authorization,20251111,11:49:29,0.02,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628617697866335004805,1.11719E+11,FALSE,20251111,ef03d538-a4ac-4d62-b82c-41a30305d77c,20251110.1,,Y,831000,70000501,411111,keyed,Yes,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628612297166745304807,bbf91b20-ab65-405c-9d16-7e8bac925035,9.601E+11,VI,Visa,credit card,431581xxxxxx0000,0000,30-Apr,ics_auth - Card Authorization,20251111,11:40:29,1.99,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628612297166745304807,1.11711E+11,FALSE,20251111,7b1d2e93-c32e-4bc0-a063-d15f78ce88bf,20251110.1,,Y,831000,70000501,431581,contactless,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628606368146491204807,60b4ef6f-66c6-4a42-a105-4fea9bb8bfaa,9.601E+11,VI,Visa,credit card,401704xxxxxx4265,4265,30-Nov,ics_auth - Card Authorization,20251111,11:30:36,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628606368146491204807,1.11701E+11,FALSE,20251111,0f837962-9799-435d-9ee4-704ffcdfcb1a,20251110.1,,2,831000,70000501,401704,contactless,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628605148713232241656,ef325a49-5f96-4d16-b964-df6a4e36940f,9.601E+11,,,,xxxxxx,,/,ics_void - Voided Transactions,20251111,11:28:34,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628605148713232241656,,FALSE,20251111,35805a87-c056-4398-81ea-ca719ae64b9d,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628603030626273304805,7fce6f05-8cc3-47b4-a478-cfec342af3a5,9.601E+11,,,,xxxxxx,,/,ics_payment_cancel,20251111,11:25:03,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628603030626273304805,,FALSE,20251111,85f6c532-4113-46e3-b2af-d06029552aab,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628603034603232260494,9fb31186-70b2-4815-a732-df3b83e695e9,9.601E+11,,,,xxxxxx,,/,ics_auto_void_auth_reversal - Authorization Reversal after Void,20251111,11:25:03,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628603034603232260494,1.11654E+11,FALSE,20251111,762b56a4-47c6-4373-bd7a-a83308f06df2,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628613137903232299407,bf3d41ef-87c7-4c14-9e26-ec4d4754974b,9.601E+11,,,,xxxxxx,,/,ics_auto_void_auth_reversal - Authorization Reversal after Void,20251111,11:41:53,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628613137903232299407,1.11711E+11,FALSE,20251111,c7a1e3aa-d5d7-4bb5-9751-b929ffe07d1b,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628598997073232273527,3983a253-761a-4cef-89e1-466d985c1be1,9.601E+11,,,,xxxxxx,,/,ics_void - Voided Transactions,20251111,11:18:19,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628598997073232273527,,FALSE,20251111,8fbd8914-1e36-4791-b570-6ce0b3fc5310,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628618037193232238442,9134ea10-9fb1-40a4-af97-3e47a621ed5e,9.601E+11,,,,xxxxxx,,/,ics_void - Voided Transactions,20251111,11:50:03,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628618037193232238442,,FALSE,20251111,570ff7d4-372b-45a3-891c-93e8220f63fe,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
